datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,year,month,wday,secteur1,secteur2,secteur3,secteur4,secteur5
2011-01-03 08:00:00,winter,0,1,1,5.74,6.06,50,19.0012,1,153,154,2011,Jan,Mon,0.0974025974025974,0.662337662337662,0.188311688311688,0.051948051948052,0
2011-01-03 09:00:00,winter,0,1,1,6.56,6.82,43,26.0027,7,81,88,2011,Jan,Mon,0.0568181818181818,0.875,0.0340909090909091,0.0340909090909091,0
2011-01-03 10:00:00,winter,0,1,1,7.38,8.335,43,16.9979,11,33,44,2011,Jan,Mon,0.0681818181818182,0.818181818181818,0.113636363636364,0,0
2011-01-03 11:00:00,winter,0,1,1,8.2,9.09,40,22.0028,10,41,51,2011,Jan,Mon,0.0392156862745098,0.843137254901961,0.0392156862745098,0.0784313725490196,0
2011-01-03 12:00:00,winter,0,1,1,9.02,10.605,35,19.9995,13,48,61,2011,Jan,Mon,0.0491803278688525,0.737704918032787,0.163934426229508,0.0491803278688525,0
2011-01-03 13:00:00,winter,0,1,1,9.84,10.605,35,19.0012,8,53,61,2011,Jan,Mon,0.0327868852459016,0.737704918032787,0.114754098360656,0.114754098360656,0
2011-01-03 14:00:00,winter,0,1,1,10.66,12.12,30,19.0012,11,66,77,2011,Jan,Mon,0.038961038961039,0.753246753246753,0.12987012987013,0.0779220779220779,0
2011-01-03 15:00:00,winter,0,1,1,10.66,12.12,30,16.9979,14,58,72,2011,Jan,Mon,0.125,0.680555555555556,0.138888888888889,0.0555555555555556,0
2011-01-03 16:00:00,winter,0,1,1,10.66,12.12,30,16.9979,9,67,76,2011,Jan,Mon,0.0131578947368421,0.855263157894737,0.105263157894737,0.0263157894736842,0
2011-01-03 17:00:00,winter,0,1,1,9.84,11.365,30,15.0013,11,146,157,2011,Jan,Mon,0.0384615384615385,0.814102564102564,0.115384615384615,0.032051282051282,0
2011-01-03 18:00:00,winter,0,1,1,9.84,12.88,32,7.0015,9,148,157,2011,Jan,Mon,0.0445859872611465,0.808917197452229,0.10828025477707,0.0382165605095541,0
2011-01-03 19:00:00,winter,0,1,1,8.2,12.88,47,0,8,102,110,2011,Jan,Mon,0.0458715596330275,0.770642201834862,0.137614678899083,0.0458715596330275,0
2011-01-03 20:00:00,winter,0,1,1,8.2,11.365,47,7.0015,3,49,52,2011,Jan,Mon,0.0384615384615385,0.826923076923077,0.0576923076923077,0.0769230769230769,0
2011-01-03 21:00:00,winter,0,1,1,7.38,9.85,64,8.9981,3,49,52,2011,Jan,Mon,0.0192307692307692,0.769230769230769,0.192307692307692,0.0192307692307692,0
2011-01-03 22:00:00,winter,0,1,1,5.74,7.575,69,8.9981,0,20,20,2011,Jan,Mon,0.15,0.8,0.05,0,0
2011-01-03 23:00:00,winter,0,1,1,7.38,10.605,55,7.0015,1,11,12,2011,Jan,Mon,0.166666666666667,0.833333333333333,0,0,0
2011-01-04 00:00:00,winter,0,1,1,6.56,9.09,55,7.0015,0,5,5,2011,Jan,Tues,0.2,0.6,0.2,0,0
2011-01-04 01:00:00,winter,0,1,1,6.56,9.09,59,7.0015,0,2,2,2011,Jan,Tues,0,1,0,0,0
2011-01-04 02:00:00,winter,0,1,1,5.74,7.575,63,8.9981,0,1,1,2011,Jan,Tues,0,1,0,0,0
2011-01-04 04:00:00,winter,0,1,1,5.74,9.09,63,6.0032,0,2,2,2011,Jan,Tues,0,1,0,0,0
2011-01-04 05:00:00,winter,0,1,1,4.92,7.575,68,7.0015,0,4,4,2011,Jan,Tues,0.25,0.75,0,0,0
2011-01-04 06:00:00,winter,0,1,1,4.92,7.575,74,7.0015,0,36,36,2011,Jan,Tues,0.166666666666667,0.611111111111111,0.111111111111111,0.111111111111111,0
2011-01-04 07:00:00,winter,0,1,1,4.92,7.575,74,8.9981,2,92,94,2011,Jan,Tues,0.0425531914893617,0.648936170212766,0.265957446808511,0.0425531914893617,0
2011-01-04 08:00:00,winter,0,1,1,5.74,7.575,69,11.0014,2,177,179,2011,Jan,Tues,0.0782122905027933,0.692737430167598,0.173184357541899,0.0558659217877095,0
2011-01-04 09:00:00,winter,0,1,1,6.56,7.575,64,15.0013,2,98,100,2011,Jan,Tues,0.07,0.79,0.12,0.02,0
2011-01-04 10:00:00,winter,0,1,2,6.56,6.82,69,22.0028,5,37,42,2011,Jan,Tues,0.142857142857143,0.738095238095238,0.0714285714285714,0.0476190476190476,0
2011-01-04 11:00:00,winter,0,1,1,9.02,10.605,51,19.9995,7,50,57,2011,Jan,Tues,0.0350877192982456,0.754385964912281,0.140350877192982,0.0701754385964912,0
2011-01-04 12:00:00,winter,0,1,1,9.02,11.365,51,11.0014,12,66,78,2011,Jan,Tues,0.0897435897435897,0.730769230769231,0.102564102564103,0.0769230769230769,0
2011-01-04 13:00:00,winter,0,1,1,9.84,11.365,56,12.998,18,79,97,2011,Jan,Tues,0.0515463917525773,0.731958762886598,0.134020618556701,0.0824742268041237,0
2011-01-04 14:00:00,winter,0,1,1,10.66,12.88,52,15.0013,9,54,63,2011,Jan,Tues,0.0317460317460317,0.841269841269841,0.111111111111111,0.0158730158730159,0
2011-01-04 15:00:00,winter,0,1,1,11.48,13.635,52,16.9979,17,48,65,2011,Jan,Tues,0.0923076923076923,0.769230769230769,0.0923076923076923,0.0461538461538462,0
2011-01-04 16:00:00,winter,0,1,1,12.3,14.395,49,16.9979,15,68,83,2011,Jan,Tues,0.0963855421686747,0.698795180722892,0.156626506024096,0.0481927710843374,0
2011-01-04 17:00:00,winter,0,1,1,11.48,13.635,48,15.0013,10,202,212,2011,Jan,Tues,0.0283018867924528,0.778301886792453,0.150943396226415,0.0424528301886792,0
2011-01-04 18:00:00,winter,0,1,1,10.66,12.88,48,12.998,3,179,182,2011,Jan,Tues,0.0384615384615385,0.763736263736264,0.181318681318681,0.0164835164835165,0
2011-01-04 19:00:00,winter,0,1,1,9.84,12.88,48,7.0015,2,110,112,2011,Jan,Tues,0,0.75,0.1875,0.0625,0
2011-01-04 20:00:00,winter,0,1,1,9.84,12.88,48,7.0015,1,53,54,2011,Jan,Tues,0.0754716981132075,0.754716981132076,0.169811320754717,0,0
2011-01-04 21:00:00,winter,0,1,1,9.02,13.635,64,0,0,48,48,2011,Jan,Tues,0.0208333333333333,0.791666666666667,0.145833333333333,0.0416666666666667,0
2011-01-04 22:00:00,winter,0,1,1,9.02,12.88,64,6.0032,1,34,35,2011,Jan,Tues,0.0857142857142857,0.828571428571429,0.0857142857142857,0,0
2011-01-04 23:00:00,winter,0,1,1,8.2,11.365,69,6.0032,2,9,11,2011,Jan,Tues,0,0.818181818181818,0.0909090909090909,0.0909090909090909,0
2011-01-05 00:00:00,winter,0,1,1,8.2,12.88,64,0,0,6,6,2011,Jan,Wed,0.166666666666667,0.833333333333333,0,0,0
2011-01-05 01:00:00,winter,0,1,1,6.56,9.85,74,6.0032,0,6,6,2011,Jan,Wed,0,0.833333333333333,0.166666666666667,0,0
2011-01-05 02:00:00,winter,0,1,1,6.56,9.85,74,6.0032,0,2,2,2011,Jan,Wed,0,0.5,0.5,0,0
2011-01-05 04:00:00,winter,0,1,1,9.84,11.365,48,15.0013,0,2,2,2011,Jan,Wed,0,1,0,0,0
2011-01-05 05:00:00,winter,0,1,1,9.02,11.365,47,11.0014,0,3,3,2011,Jan,Wed,0,0.666666666666667,0.333333333333333,0,0
2011-01-05 06:00:00,winter,0,1,1,8.2,9.85,47,15.0013,0,33,33,2011,Jan,Wed,0.151515151515152,0.575757575757576,0.181818181818182,0.0909090909090909,0
2011-01-05 07:00:00,winter,0,1,1,7.38,9.09,43,12.998,1,87,88,2011,Jan,Wed,0.0344827586206897,0.67816091954023,0.241379310344828,0.0459770114942529,0
2011-01-05 08:00:00,winter,0,1,1,8.2,9.09,40,19.9995,3,192,195,2011,Jan,Wed,0.0615384615384615,0.717948717948718,0.158974358974359,0.0615384615384615,0
2011-01-05 09:00:00,winter,0,1,1,9.02,9.85,37,22.0028,6,109,115,2011,Jan,Wed,0.0608695652173913,0.834782608695652,0.0695652173913043,0.0347826086956522,0
2011-01-05 10:00:00,winter,0,1,1,9.02,9.85,37,22.0028,4,53,57,2011,Jan,Wed,0.105263157894737,0.736842105263158,0.105263157894737,0.0526315789473684,0
2011-01-05 11:00:00,winter,0,1,1,10.66,11.365,33,22.0028,12,34,46,2011,Jan,Wed,0.0217391304347826,0.804347826086957,0.0869565217391304,0.0869565217391304,0
2011-01-05 12:00:00,winter,0,1,1,10.66,11.365,33,22.0028,5,74,79,2011,Jan,Wed,0.0506329113924051,0.835443037974684,0.0886075949367089,0.0253164556962025,0
2011-01-05 13:00:00,winter,0,1,1,11.48,12.88,30,19.9995,6,65,71,2011,Jan,Wed,0.0704225352112676,0.774647887323944,0.126760563380282,0.028169014084507,0
2011-01-05 14:00:00,winter,0,1,1,12.3,14.395,28,12.998,10,52,62,2011,Jan,Wed,0.0161290322580645,0.774193548387097,0.161290322580645,0.0483870967741935,0
2011-01-05 15:00:00,winter,0,1,1,12.3,14.395,28,12.998,7,55,62,2011,Jan,Wed,0.0645161290322581,0.67741935483871,0.225806451612903,0.032258064516129,0
2011-01-05 16:00:00,winter,0,1,1,12.3,15.91,28,6.0032,4,85,89,2011,Jan,Wed,0.0674157303370786,0.730337078651685,0.157303370786517,0.0449438202247191,0
2011-01-05 17:00:00,winter,0,1,1,9.84,11.365,38,12.998,4,186,190,2011,Jan,Wed,0.0315789473684211,0.794736842105263,0.152631578947368,0.0210526315789474,0
2011-01-05 18:00:00,winter,0,1,1,9.84,12.12,38,8.9981,3,166,169,2011,Jan,Wed,0.0650887573964497,0.727810650887574,0.153846153846154,0.0532544378698225,0
2011-01-05 19:00:00,winter,0,1,1,9.84,12.88,38,7.0015,5,127,132,2011,Jan,Wed,0.053030303030303,0.810606060606061,0.121212121212121,0.0151515151515152,0
2011-01-05 20:00:00,winter,0,1,1,9.02,11.365,47,11.0014,7,82,89,2011,Jan,Wed,0.0454545454545455,0.704545454545455,0.193181818181818,0.0568181818181818,0
2011-01-05 21:00:00,winter,0,1,1,8.2,9.85,51,12.998,3,40,43,2011,Jan,Wed,0.0232558139534884,0.767441860465116,0.116279069767442,0.0930232558139535,0
2011-01-05 22:00:00,winter,0,1,1,7.38,9.85,55,8.9981,1,41,42,2011,Jan,Wed,0.146341463414634,0.682926829268293,0.121951219512195,0.0487804878048781,0
2011-01-05 23:00:00,winter,0,1,1,8.2,12.88,47,0,1,18,19,2011,Jan,Wed,0,0.736842105263158,0.210526315789474,0.0526315789473684,0
2011-01-06 00:00:00,winter,0,1,1,7.38,12.12,55,0,0,11,11,2011,Jan,Thurs,0,1,0,0,0
2011-01-06 01:00:00,winter,0,1,1,6.56,11.365,64,0,0,4,4,2011,Jan,Thurs,0,1,0,0,0
2011-01-06 02:00:00,winter,0,1,1,6.56,11.365,64,0,0,2,2,2011,Jan,Thurs,0,1,0,0,0
2011-01-06 04:00:00,winter,0,1,2,6.56,9.85,64,6.0032,0,1,1,2011,Jan,Thurs,0,0,1,0,0
2011-01-06 05:00:00,winter,0,1,2,5.74,9.09,69,6.0032,0,4,4,2011,Jan,Thurs,0,0.75,0.25,0,0
2011-01-06 06:00:00,winter,0,1,2,5.74,8.335,63,7.0015,0,36,36,2011,Jan,Thurs,0.111111111111111,0.583333333333333,0.194444444444444,0.111111111111111,0
2011-01-06 07:00:00,winter,0,1,2,6.56,11.365,59,0,0,95,95,2011,Jan,Thurs,0.0526315789473684,0.684210526315789,0.221052631578947,0.0421052631578947,0
2011-01-06 08:00:00,winter,0,1,1,6.56,11.365,59,0,3,216,219,2011,Jan,Thurs,0.073394495412844,0.68348623853211,0.174311926605505,0.0688073394495413,0
2011-01-06 09:00:00,winter,0,1,2,7.38,12.12,51,0,6,116,122,2011,Jan,Thurs,0.0491803278688525,0.811475409836066,0.122950819672131,0.0163934426229508,0
2011-01-06 10:00:00,winter,0,1,1,8.2,12.88,47,0,3,42,45,2011,Jan,Thurs,0.0444444444444444,0.8,0.111111111111111,0.0444444444444444,0
2011-01-06 11:00:00,winter,0,1,1,9.02,12.88,44,6.0032,2,57,59,2011,Jan,Thurs,0.0847457627118644,0.745762711864407,0.11864406779661,0.0508474576271186,0
2011-01-06 12:00:00,winter,0,1,1,10.66,14.395,35,0,6,78,84,2011,Jan,Thurs,0.0595238095238095,0.761904761904762,0.0952380952380952,0.0833333333333333,0
2011-01-06 13:00:00,winter,0,1,1,10.66,13.635,35,7.0015,12,55,67,2011,Jan,Thurs,0.0447761194029851,0.701492537313433,0.208955223880597,0.0447761194029851,0
2011-01-06 14:00:00,winter,0,1,1,11.48,13.635,36,11.0014,11,59,70,2011,Jan,Thurs,0.1,0.814285714285714,0.0571428571428571,0.0285714285714286,0
2011-01-06 15:00:00,winter,0,1,1,11.48,13.635,36,0,8,54,62,2011,Jan,Thurs,0.112903225806452,0.67741935483871,0.161290322580645,0.0483870967741935,0
2011-01-06 16:00:00,winter,0,1,1,10.66,12.88,38,11.0014,12,74,86,2011,Jan,Thurs,0.0823529411764706,0.741176470588235,0.141176470588235,0.0352941176470588,0
2011-01-06 17:00:00,winter,0,1,1,9.02,11.365,51,11.0014,9,163,172,2011,Jan,Thurs,0.0581395348837209,0.767441860465116,0.133720930232558,0.0406976744186047,0
2011-01-06 18:00:00,winter,0,1,1,9.02,11.365,51,8.9981,5,158,163,2011,Jan,Thurs,0.0184049079754601,0.730061349693252,0.190184049079755,0.0613496932515337,0
2011-01-06 19:00:00,winter,0,1,1,9.02,12.88,55,6.0032,3,109,112,2011,Jan,Thurs,0.0625,0.785714285714286,0.142857142857143,0.00892857142857143,0
2011-01-06 20:00:00,winter,0,1,1,8.2,10.605,51,11.0014,3,66,69,2011,Jan,Thurs,0.102941176470588,0.691176470588235,0.176470588235294,0.0294117647058824,0
2011-01-06 21:00:00,winter,0,1,2,9.02,10.605,55,15.0013,0,48,48,2011,Jan,Thurs,0.0833333333333333,0.6875,0.208333333333333,0.0208333333333333,0
2011-01-06 22:00:00,winter,0,1,2,9.02,10.605,51,19.0012,1,51,52,2011,Jan,Thurs,0.0784313725490196,0.784313725490196,0.0784313725490196,0.0588235294117647,0
2011-01-06 23:00:00,winter,0,1,2,8.2,9.85,59,12.998,4,19,23,2011,Jan,Thurs,0.130434782608696,0.739130434782609,0.130434782608696,0,0
2011-01-07 00:00:00,winter,0,1,2,8.2,9.85,64,12.998,4,13,17,2011,Jan,Fri,0.0588235294117647,0.882352941176471,0.0588235294117647,0,0
2011-01-07 01:00:00,winter,0,1,2,8.2,9.85,69,15.0013,2,5,7,2011,Jan,Fri,0.142857142857143,0.857142857142857,0,0,0
2011-01-07 02:00:00,winter,0,1,2,8.2,9.85,69,15.0013,0,1,1,2011,Jan,Fri,0,1,0,0,0
2011-01-07 04:00:00,winter,0,1,2,8.2,10.605,69,8.9981,0,1,1,2011,Jan,Fri,0,1,0,0,0
2011-01-07 05:00:00,winter,0,1,3,9.02,13.635,55,0,0,5,5,2011,Jan,Fri,0,0.8,0.2,0,0
2011-01-07 06:00:00,winter,0,1,2,8.2,12.88,69,0,8,26,34,2011,Jan,Fri,0.0882352941176471,0.617647058823529,0.205882352941176,0.0882352941176471,0
2011-01-07 07:00:00,winter,0,1,1,8.2,10.605,69,8.9981,8,76,84,2011,Jan,Fri,0.0120481927710843,0.686746987951807,0.27710843373494,0.0240963855421687,0
2011-01-07 08:00:00,winter,0,1,1,8.2,9.85,51,16.9979,20,190,210,2011,Jan,Fri,0.076555023923445,0.736842105263158,0.148325358851675,0.0382775119617225,0
2011-01-07 09:00:00,winter,0,1,1,8.2,9.09,47,19.9995,9,125,134,2011,Jan,Fri,0.0671641791044776,0.783582089552239,0.126865671641791,0.0223880597014925,0
2011-01-07 10:00:00,winter,0,1,1,9.02,9.85,37,22.0028,16,47,63,2011,Jan,Fri,0.0793650793650794,0.761904761904762,0.158730158730159,0,0
2011-01-07 11:00:00,winter,0,1,2,8.2,9.85,40,15.0013,19,48,67,2011,Jan,Fri,0.0447761194029851,0.776119402985075,0.149253731343284,0.0298507462686567,0
2011-01-07 12:00:00,winter,0,1,2,8.2,9.85,37,16.9979,9,50,59,2011,Jan,Fri,0.0169491525423729,0.728813559322034,0.186440677966102,0.0677966101694915,0
2011-01-07 13:00:00,winter,0,1,2,8.2,9.09,37,19.0012,9,64,73,2011,Jan,Fri,0.0547945205479452,0.726027397260274,0.150684931506849,0.0684931506849315,0
2011-01-07 14:00:00,winter,0,1,2,8.2,9.85,40,16.9979,7,43,50,2011,Jan,Fri,0.122448979591837,0.755102040816326,0.0612244897959184,0.0612244897959184,0
2011-01-07 15:00:00,winter,0,1,2,8.2,10.605,37,11.0014,9,63,72,2011,Jan,Fri,0.0555555555555556,0.694444444444444,0.208333333333333,0.0416666666666667,0
2011-01-07 16:00:00,winter,0,1,2,8.2,10.605,37,11.0014,5,82,87,2011,Jan,Fri,0.0459770114942529,0.724137931034483,0.195402298850575,0.0344827586206897,0
2011-01-07 17:00:00,winter,0,1,2,8.2,12.88,37,0,9,178,187,2011,Jan,Fri,0.053475935828877,0.79144385026738,0.117647058823529,0.0374331550802139,0
2011-01-07 18:00:00,winter,0,1,1,8.2,11.365,40,6.0032,7,116,123,2011,Jan,Fri,0.00813008130081301,0.83739837398374,0.121951219512195,0.032520325203252,0
2011-01-07 19:00:00,winter,0,1,1,6.56,9.85,55,6.0032,3,92,95,2011,Jan,Fri,0.0531914893617021,0.74468085106383,0.148936170212766,0.0531914893617021,0
2011-01-07 20:00:00,winter,0,1,1,7.38,10.605,47,7.0015,1,50,51,2011,Jan,Fri,0,0.784313725490196,0.176470588235294,0.0392156862745098,0
2011-01-07 21:00:00,winter,0,1,1,7.38,9.85,47,8.9981,0,39,39,2011,Jan,Fri,0.0256410256410256,0.743589743589744,0.179487179487179,0.0512820512820513,0
2011-01-07 22:00:00,winter,0,1,2,7.38,9.85,43,11.0014,2,34,36,2011,Jan,Fri,0,0.861111111111111,0.111111111111111,0.0277777777777778,0
2011-01-07 23:00:00,winter,0,1,2,7.38,9.85,51,11.0014,1,14,15,2011,Jan,Fri,0,0.8,0.0666666666666667,0.133333333333333,0
2011-01-08 00:00:00,winter,0,0,2,7.38,9.85,51,11.0014,1,24,25,2011,Jan,Sat,0,0.84,0.08,0.08,0
2011-01-08 01:00:00,winter,0,0,2,7.38,10.605,55,6.0032,1,15,16,2011,Jan,Sat,0,0.875,0.125,0,0
2011-01-08 02:00:00,winter,0,0,2,7.38,12.12,55,0,3,13,16,2011,Jan,Sat,0,0.9375,0.0625,0,0
2011-01-08 03:00:00,winter,0,0,3,7.38,9.85,55,11.0014,0,7,7,2011,Jan,Sat,0,1,0,0,0
2011-01-08 04:00:00,winter,0,0,3,7.38,9.85,55,11.0014,0,1,1,2011,Jan,Sat,0,1,0,0,0
2011-01-08 05:00:00,winter,0,0,2,6.56,8.335,74,11.0014,0,5,5,2011,Jan,Sat,0.2,0.8,0,0,0
2011-01-08 06:00:00,winter,0,0,2,6.56,8.335,74,11.0014,0,2,2,2011,Jan,Sat,0,1,0,0,0
2011-01-08 07:00:00,winter,0,0,2,6.56,9.09,74,7.0015,1,8,9,2011,Jan,Sat,0.222222222222222,0.333333333333333,0.444444444444444,0,0
2011-01-08 08:00:00,winter,0,0,3,6.56,9.09,93,7.0015,0,15,15,2011,Jan,Sat,0.2,0.6,0.2,0,0
